nr;Artikelid;Varnummer;Namn;Namn2;Prisinklmoms;Pant;Volymiml;PrisPerLiter;Saljstart;Utgått;Varugrupp;Typ;Stil;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;SortimentText;Ekologisk;Etiskt;EtisktEtikett;Koscher;RavarorBeskrivning
7122301;1079551;71223;Barbera d´Asti;Superiore;269.00;;750.00;358.67;2016-04-15;0;Rött vin;;;Flaska;;Piemonte;Italien;Canonica Cav. Cesare;Vendemmia Vinimport AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7135201;1079554;71352;Lange Rosso;Ludovica;259.00;;750.00;345.33;2016-04-15;0;Rött vin;;;Flaska;;Piemonte;Italien;Canonica Cav. Cesare;Vendemmia Vinimport AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7152701;1079568;71527;Barbera d'Alba;Superiore Palazzotto;279.00;;750.00;372.00;2016-04-15;0;Rött vin;;;Flaska;;Piemonte;Italien;Cadia;Vendemmia Vinimport AB;2013;;14.50%;BS;Övrigt sortiment;0;0;;0;
7057101;1079571;70571;Nebbiolo d'Alba;;269.00;;750.00;358.67;2016-04-15;0;Rött vin;;;Flaska;;Piemonte;Italien;Cadia;Vendemmia Vinimport AB;2013;;14.50%;BS;Övrigt sortiment;0;0;;0;
140403;1079577;1404;Chang Beer;;14.90;;320.00;46.56;2016-06-01;0;Öl;Ljus lager;Internationell stil;Flaska;;;Thailand;Cosmos Brewery;TOMP Beer Wine & Spirits AB;;;5.00%;BS;Övrigt sortiment;0;0;;0;Kornmalt, humle och ris.
8950903;1079619;89509;Oceanbryggeriet;Västkust;22.90;;330.00;69.39;2016-06-01;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;Västra Götalands län;Sverige;Oceanbryggeriet;Ocean Brewery AB;;;4.80%;FS;Ordinarie sortiment;1;0;;0;
1199603;1080000;11996;Mikkeller;Ambler;19.90;;330.00;60.30;2016-09-01;0;Alkoholfritt;Öl;;Flaska;;;Internationellt märke;Mikkeller;Brill & Co AB;;;0.30%;FSÖ;Ordinarie sortiment;0;0;;0;Korn- och havremalt samt humle.
7026101;1080018;70261;Vall del Calàs;;229.00;;750.00;305.33;2016-04-11;0;Rött vin;;;Flaska;Naturkork;Katalonien;Spanien;Celler de Capcanes;Happy Dog Dryckeshandel AB;2013;;14.50%;BS;Övrigt sortiment;1;0;;0;
7446501;1080065;74465;Costers del Gravet;;229.00;;750.00;305.33;2016-04-11;0;Rött vin;;;Flaska;Naturkork;Katalonien;Spanien;Celler de Capcanes;Happy Dog Dryckeshandel AB;2014;;14.50%;BS;Övrigt sortiment;0;0;;0;
7178201;1080157;71782;Les Jardins de Bouscassé;;149.00;;750.00;198.67;2016-04-12;0;Vitt vin;Fylligt & Smakrikt;;Flaska;;Frankrike sydväst;Frankrike;Alain Brumont;Vinunic AB;2015;;13.50%;BS;Övrigt sortiment;0;0;;0;Petit courbu och petit manseng.
7193601;1080441;71936;Txomin Etxaniz;Txakoli;149.00;;750.00;198.67;2016-04-15;0;Vitt vin;;;Flaska;;Baskien;Spanien;Etxaniz Txakolina S.L.;Viña Española AB;2018;;11.50%;BS;Övrigt sortiment;0;0;;0;
8702101;1080667;87021;Armagnac de Montal;;1133.00;;700.00;1618.57;2016-04-15;0;Armagnac och Brandy;Armagnac;;Flaska;;Armagnac;Frankrike;Armagnac Montal;Symposion AB;1986;;40.00%;BS;Övrigt sortiment;0;0;;0;
7718401;1081033;77184;Villa Marcello;Prosecco;135.00;;750.00;180.00;2016-04-15;0;Mousserande vin;Torrt vitt;;Flaska;;Venetien;Italien;Marcello del Majno;The WineAgency Sweden AB;2016;;11.00%;BS;Övrigt sortiment;0;0;;0;
7587101;1081082;75871;Zyme Kairos;;680.00;;750.00;906.67;2016-04-15;0;Rött vin;;;Flaska;Naturkork;Venetien;Italien;Azienda Agricola Zyme;Vino Conoscenza AB;2013;;15.00%;BS;Övrigt sortiment;0;0;;0;
7099301;1081112;70993;Zyme;Amarone Classcio;1150.00;;750.00;1533.33;2016-04-15;0;Rött vin;;;Flaska;Naturkork;Venetien;Italien;Azienda Agricola Zyme;Vino Conoscenza AB;2011;;15.50%;BS;Övrigt sortiment;0;0;;0;
7015101;1081510;70151;Cavalier Cesare Canonica;Langhe Nebbiolo;279.00;;750.00;372.00;2016-04-15;0;Rött vin;;;Flaska;;Piemonte;Italien;Canonica Cav. Cesare;Vendemmia Vinimport AB;2014;;13.00%;BS;Övrigt sortiment;1;0;;0;
7328801;1081696;73288;Domaine Bernhard & Reibel;Riesling Vendanges Tardives;353.00;;750.00;470.67;2016-04-13;0;Vitt vin;;;Flaska;;Alsace;Frankrike;Domaine Bernhard & Reibel;Alshammar Import;2010;;12.50%;BS;Övrigt sortiment;1;0;;0;
8962303;1081851;89623;Southern Bulldog;IPA;25.80;;330.00;78.18;2016-04-15;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;;Sverige;Gotlands Bryggeri;Spendrups Bryggeri AB;;;6.70%;BS;Övrigt sortiment;0;0;;0;Kornmalt och humle.
7246301;1082096;72463;Cornas Les Ruchets;Jean-Luc Colombo;599.00;;750.00;798.67;2016-04-14;0;Rött vin;;;Flaska;;Rhonedalen;Frankrike;Jean-Luc Colombo;The WineAgency Sweden AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
548708;1082241;5487;Eugen Altschuh Pfalz;Riesling Dry;249.00;;3000.00;83.00;2016-09-01;0;Vitt vin;Friskt & Fruktigt;;Box;Tappkran vinge;Pfalz;Tyskland;Weingau Eugen Altschuh;Galatea AB;2018;;13.00%;FS;Ordinarie sortiment;0;0;;0;Riesling.
7254501;1082244;72545;Zýme La Mattonara Riserva;Amarone della Valpolicella Classico;2950.00;;750.00;3933.33;2016-04-15;0;Rött vin;;;Flaska;Naturkork;Venetien;Italien;Azienda Agricola Zyme;Vino Conoscenza AB;2006;;16.00%;BS;Övrigt sortiment;0;0;;0;
7284701;1082247;72847;Zýme;Valpolicella Classico Superiore;380.00;;750.00;506.67;2016-04-15;0;Rött vin;;;Flaska;Naturkork;Venetien;Italien;Azienda Agricola Zyme;Vino Conoscenza AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
7703401;1082257;77034;Zýme;Metodo Classico;410.00;;750.00;546.67;2016-04-15;0;Mousserande vin;Torrt vitt;;Flaska;Champagnekork-natur;;Italien;Azienda Agricola Zyme;Vino Conoscenza AB;2011;;12.50%;BS;Övrigt sortiment;0;0;;0;
7742501;1082261;77425;Sublime Grand Cru;Rosé;416.00;;750.00;554.67;2016-04-15;0;Mousserande vin;Rosé;;Flaska;;Champagne;Frankrike;Union des Propriétaires Récoltants;Alshammar Import;;;12.50%;BS;Övrigt sortiment;0;0;;0;
9023801;1082600;90238;Vieux Château Mazerat;Château Teyssier;749.00;;750.00;998.67;2016-09-02;0;Rött vin;;;Flaska;Natur;Bordeaux;Frankrike;Château Teyssier;Cavarosa Wine AB;2012;;13.50%;TSE;Små partier;0;0;;0;65% merlot och 35% cabernet franc.
8868315;1082624;88683;Original Long Drink;;23.90;1.00;330.00;72.42;2016-06-01;0;Blanddrycker;;;Burk;;;Finland;Hartwall;Arvid Nordquist Vin och Sprithandel;;;5.50%;FS;Ordinarie sortiment;0;0;;0;
9019201;1083029;90192;Bonnes Mares Grand Cru;Louis Jadot;2295.00;;750.00;3060.00;2016-10-27;0;Rött vin;;;Flaska;Natur;Bourgogne;Frankrike;Louis Jadot;Vinunic AB;2014;;13.00%;TSE;Små partier;0;0;;0;
9025101;1083051;90251;Chambertin Clos de Bèze Grand Cru;Louis Jadot;2595.00;;750.00;3460.00;2016-10-27;0;Rött vin;;;Flaska;Natur;Bourgogne;Frankrike;Louis Jadot;Vinunic AB;2014;;13.00%;TSE;Små partier;0;0;;0;
8775602;1083158;87756;Kyrö Napue Gin;;379.00;;500.00;758.00;2016-04-15;0;Gin och Genever;Gin;;Flaska;;;Finland;Kyrö Destilleri;Hermansson & Co AB;;;46.30%;BS;Övrigt sortiment;0;0;;0;
8713301;1083161;87133;Stoli;Gala Applik;249.00;;700.00;355.71;2016-04-15;0;Smaksatt sprit;Smaksatt vodka;;Flaska;;;Internationellt märke;SPI Spirits Limited;Multibev AB;;;37.50%;BS;Övrigt sortiment;0;0;;0;
8734201;1083166;87342;Stoli;Citros;249.00;;700.00;355.71;2016-04-15;0;Smaksatt sprit;Smaksatt vodka;;Flaska;;;Internationellt märke;SPI Spirits Limited;Multibev AB;;;37.50%;BS;Övrigt sortiment;0;0;;0;
8727701;1083209;87277;Stoli;Vanil;249.00;;700.00;355.71;2016-04-15;0;Smaksatt sprit;Smaksatt vodka;;Flaska;;;Internationellt märke;SPI Spirits Limited;Multibev AB;;;37.50%;BS;Övrigt sortiment;0;0;;0;
8554801;1083298;85548;The Whisky Agency;Islay Malt 8 Years;1221.00;;700.00;1744.29;2016-04-15;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;The Whisky Agency;Clydesdale AB;2007;;53.90%;BS;Övrigt sortiment;0;0;;0;
7551201;1083301;75512;Comte Hugues de La Bourdonnaye;Brut Nature Rosé;487.00;;750.00;649.33;2016-04-15;0;Mousserande vin;Rosé;;Flaska;;Champagne;Frankrike;Hugues de La Bourdonnaye;Buteljholmen AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
7134801;1083364;71348;Comte Hugues de La Bourdonnaye;Brut Nature Grande Réserve;487.00;;750.00;649.33;2016-04-15;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Hugues de La Bourdonnaye;Buteljholmen AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
9526401;10833775;95264;Erasmo;Barbera Garnacha;135.00;;750.00;180.00;2018-09-07;0;Rött vin;Fruktigt & Smakrikt;;Flaska;;Valle Central;Chile;Viña la Reserva de Caliboro;Carovin AB;2017;;14.00%;TSE;Små partier;1;0;;0;Barbera och garnacha.
3277602;10833893;32776;Klagshamns Rosé;;150.00;;500.00;300.00;2018-04-03;0;Rosévin;Friskt & Bärigt;;Flaska;Naturkork;Skåne län;Sverige;Vingården i Klagshamn;Sofrakis Murat;2018;;11.50%;TSLS;Lokalt och småskaligt;0;0;;0;95% rondo och 5% cortis.
8184001;10833923;81840;Caledonian;The Grainman Cask No 23894;1469.00;;700.00;2098.57;2018-03-05;0;Whisky;Grainwhisky;;Flaska;;Skottland;Storbritannien;Meadowside Blending Co Ltd;Clydesdale AB;1987;;47.50%;BS;Övrigt sortiment;0;0;;0;
8049201;10833924;80492;Dumbarton;The Grainman Cask No 30012;1259.00;;700.00;1798.57;2018-03-05;0;Whisky;Grainwhisky;;Flaska;;Skottland;Storbritannien;Meadowside Blending Co Ltd;Clydesdale AB;1992;;55.50%;BS;Övrigt sortiment;0;0;;0;
8501501;10833927;85015;Glen Moray;Cask 5136 9 Years;879.00;;700.00;1255.71;2018-03-05;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Elixir Distillers;Clydesdale AB;2007;;59.50%;BS;Övrigt sortiment;0;0;;0;
8231201;10833929;82312;Baileys;Almande;249.00;;700.00;355.71;2018-02-26;0;Smaksatt sprit;Smaksatt sprit;;Flaska;;;Internationellt märke;Diageo Plc;Diageo Sweden AB;;;13.00%;FS;Ordinarie sortiment;0;0;;0;Mandel och soja.
7944501;10833930;79445;3 Fonteinen Oude Geuze;Cuvée Armand & Gaston;189.00;;750.00;252.00;2018-02-28;0;Öl;Syrlig öl;Lambic - gueuze;Flaska;;;Belgien;3 Fonteinen;Brill & Co AB;;;5.00%;BS;Övrigt sortiment;0;0;;0;
7936301;10833932;79363;Pasqua;Prosecco Frizzante;89.00;;750.00;118.67;2018-02-28;0;Vitt vin;Friskt & Fruktigt;;Flaska;;Venetien;Italien;Pasqua Vigneti e Cantine SpA;Bibendum;;;11.00%;FS;Ordinarie sortiment;0;0;;0;
8056803;10833933;80568;3 Fonteinen;Oude Kriek;104.00;;375.00;277.33;2018-02-28;0;Öl;Syrlig öl;Lambic - gueuze;Flaska;;;Belgien;3 Fonteinen;Brill & Co AB;;;5.60%;BS;Övrigt sortiment;0;0;;0;
160201;10833934;1602;3 Fonteinen;Oude Geuze;119.00;;750.00;158.67;2018-12-01;0;Öl;Syrlig öl;Lambic - gueuze;Flaska;;;Belgien;3 Fonteinen;Brill & Co AB;;;6.00%;FSN;Ordinarie sortiment;0;0;;0;Kornmalt och humle.
3277701;10833939;32777;Närke ? Korn-vins Ale;;58.80;;500.00;117.60;2018-04-03;0;Öl;Ale brittisk-amerikansk stil;Barley wine;Flaska;;Örebro län;Sverige;Närke Kulturbryggeri;Närke Kulturbryggeri AB;;;9.00%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
9567501;10833989;95675;Fay;Cabernet Sauvignon;1250.00;;750.00;1666.67;2018-11-16;0;Rött vin;;;Flaska;Naturkork;Kalifornien;USA;Stag's Leap Wine Cellars;Vinunic AB;2014;;14.50%;TSE;Små partier;0;0;;0;Cabernet sauvignon.
3277803;10833990;32778;Klackabacken Hallon Berliner;;29.90;;330.00;90.61;2019-05-02;0;Öl;Syrlig öl;Berliner weisse;Flaska;;Skåne län;Sverige;Klackabackens Bryggeri;Klackabackens bryggeri AB;;;4.00%;TSLS;Lokalt och småskaligt;0;0;;0;Korn- och vetemalt, hallon och humle.
9567701;10834022;95677;Acumen Peak;Cabernet Sauvignon;895.00;;750.00;1193.33;2018-09-07;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Kalifornien;USA;Acumen Wines;Vinunic AB;2013;;13.00%;TSE;Små partier;0;0;;0;97% cabernet sauvignon, 2% petit verdot och 1% merlot.
9567801;10834027;95678;Mayacamas;Cabernet Sauvignon;1095.00;;750.00;1460.00;2018-12-07;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Kalifornien;USA;Mayacamas Vineyards;Vinunic AB;2013;;13.50%;TSE;Små partier;0;0;;0;Cabernet sauvignon.
7777101;1083485;77771;Les Pujoles;;458.00;;750.00;610.67;2016-04-18;0;Rött vin;;;Flaska;;Katalonien;Spanien;Orto Vins;Wine Group Sweden AB;2011;;14.00%;BS;Övrigt sortiment;0;0;;0;
7515701;1083497;75157;Soave Mito;;99.00;;750.00;132.00;2016-04-18;0;Vitt vin;;;Flaska;;Venetien;Italien;AZ.Agr. Montetondo;We & Wine AB;2015;;12.00%;BS;Övrigt sortiment;0;0;;0;
7263801;1083507;72638;Casa Nostra;Organica;69.00;;750.00;92.00;2016-04-18;0;Rött vin;Mjukt & Bärigt;;Flaska;;Sicilien;Italien;Winepartners Nordic AB;Winepartners Nordic AB;2017;;12.50%;FS;Ordinarie sortiment;1;0;;0;
7457802;1083554;74578;MilleUna Tretarante;Dolce Naturale;360.00;;500.00;720.00;2016-04-18;0;Rött vin;Sött;;Flaska;;Apulien;Italien;Milleuna;Kaffak AB;2012;;15.50%;BS;Övrigt sortiment;0;0;;0;
7309201;1083557;73092;1270;A Vuit Blanc;299.00;;750.00;398.67;2016-04-18;0;Vitt vin;;;Flaska;;Katalonien;Spanien;Hidalgo Albert S.L;Winebee AB;2014;;14.50%;BS;Övrigt sortiment;0;0;;0;
7329701;1083609;73297;MilleUna Aladino;Primitivo Dolce Naturale;240.00;;750.00;320.00;2016-04-18;0;Rött vin;Sött;;Flaska;;Apulien;Italien;Mille Una;Kaffak AB;2012;;18.00%;BS;Övrigt sortiment;0;0;;0;
8270902;10838636;82709;Lagom;Kryddat Brännvin;189.00;;500.00;378.00;2018-02-21;0;Akvavit och Kryddat brännvin;Kryddat brännvin;;Flaska;;;Sverige;Pernod Ricard;Pernod Ricard Sweden AB;;;25.00%;BS;Övrigt sortiment;1;0;;0;
3278202;10838640;32782;Wannborga Drufsnaps;;202.00;;500.00;404.00;2018-04-03;0;Frukt och Druvsprit;Druvsprit;;Flaska;;Kalmar län;Sverige;Wannborga på Öland;Wannborga på Öland AB;;;40.00%;TSLS;Lokalt och småskaligt;0;0;;0;
3278803;10838664;32788;Used Motor Oil;South Plains Brewing Company;34.00;;330.00;103.03;2018-05-02;0;Öl;Porter och stout;Imperial porter och stout;Flaska;;Skåne län;Sverige;South Plains Brewing Company;South Plains Brewing Company;;;10.00%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt, humle, vaniljstång, lakrits och stjärnanis.
3278502;10838669;32785;Wannborga Solera;;299.00;;500.00;598.00;2018-04-03;0;Aperitif och dessert;Övrigt starkvin;;Flaska;;Kalmar län;Sverige;Wannborga på Öland;Wannborga på Öland AB;2015;;19.00%;TSLS;Lokalt och småskaligt;0;0;;0;Rondo och leon millot.
3278703;10838772;32787;Freja Blonde;;36.80;;330.00;111.52;2018-04-03;0;Öl;Ale brittisk-amerikansk stil;Golden/Blond ale;Flaska;;Uppsala län;Sverige;Bålsta Bryggeri AB;Bålsta Bryggeri AB;;;6.20%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt.
3279003;10838938;32790;Sigvid Englandsfararen EPA;;34.80;;330.00;105.46;2018-04-03;0;Öl;Ale brittisk-amerikansk stil;Engelsk pale ale och bitter;Flaska;;Uppsala län;Sverige;Bålsta Bryggeri AB;Bålsta Bryggeri AB;;;4.70%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt.
3279115;10838970;32791;Mango Fandango;Spike Brewery;29.90;1.00;330.00;90.61;2018-04-03;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Burk;;Västra Götalands län;Sverige;Spike Brewery AB;Spike Brewery AB;2018;;5.60%;BS;Övrigt sortiment;0;0;;0;Kornmalt, humle och mango.
3279303;10839013;32793;Bergslager;;24.70;;330.00;74.85;2019-05-02;0;Öl;Ljus lager;Dortmunder och helles;Flaska;;Västra Götalands län;Sverige;Bryggeriaktiebolaget Nya Victoria;Bryggeriaktiebolaget Nya Victoria;;;4.80%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
3279503;10839035;32795;All In DIPA;;36.90;;330.00;111.82;2018-04-03;0;Öl;Ale brittisk-amerikansk stil;Imperial/Dubbel IPA;Flaska;;Västra Götalands län;Sverige;All in Brewing;Cask Sweden AB;;;7.50%;TSLS;Lokalt och småskaligt;0;0;;0;Korn- och vetemalt, havre, råg och humle.
463801;1084111;4638;Stellenbosch Reserve;Vanderstel;139.00;;750.00;185.33;2016-09-01;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Natur;Western Cape;Sydafrika;The Stellenbosch Reserve;The WineAgency Sweden AB;2017;;14.50%;FS;Ordinarie sortiment;0;0;;0;60% cabernet sauvignon, 26% merlot, 11% malbec och 3% petit verdot.
7547601;1084117;75476;Ognissole;Primitivo di Manduria;139.00;;750.00;185.33;2016-04-19;0;Rött vin;;;Flaska;;Apulien;Italien;Ognissole;We & Wine AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
463901;1084127;4639;Round House;Signature Collection Shiraz;49.00;;750.00;65.33;2016-09-01;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Skruvkapsyl;Western Cape;Sydafrika;First Cape;Vinestor Sweden AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;93% shiraz och 7% viognier.
214001;1084159;2140;Misty Cove;Organic Pinot Noir;239.00;;750.00;318.67;2016-09-01;0;Rött vin;;;Flaska;Skruvkapsyl;Marlborough;Nya Zeeland;Misty Cove;Enjoy Wine & Spirits AB;2016;;13.00%;BS;Övrigt sortiment;1;0;;0;Pinot noir.
7056801;1084179;70568;Logan;Weemala Tempranillo;159.00;;750.00;212.00;2016-05-02;0;Rött vin;;;Flaska;;New South Wales;Australien;Logan Wines;Johan Lidby Vinhandel AB;2016;;13.50%;BS;Övrigt sortiment;0;0;;0;
7478801;1084399;74788;Korlat Rosé;;200.00;;750.00;266.67;2016-04-20;0;Rosévin;;;Flaska;;Primorska;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
8654501;1084489;86545;Crystal Head;Aurora;649.00;;700.00;927.14;2016-05-02;0;Vodka och Brännvin;Vodka;;Flaska;;;Kanada;Globefill Ltd;Galatea AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
787004;1084505;7870;Prosecco;Pizzolato;39.00;;200.00;195.00;2016-04-20;0;Mousserande vin;Torrt vitt;;Flaska;Skruvkapsyl;Venetien;Italien;La Cantina Pizzolato;Giertz Vinimport AB;;;11.00%;FS;Ordinarie sortiment;1;0;;0;Glera.
7312801;1084508;73128;West;Chardonnay;195.00;;750.00;260.00;2016-04-20;0;Vitt vin;;;Flaska;;Kalifornien;USA;West Wines;Ysäter AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
251901;1084511;2519;Monte Stelle;Soave Classico;99.00;;750.00;132.00;2016-09-01;0;Vitt vin;;;Flaska;Skruvkapsyl;Venetien;Italien;La Cappuccina;Spendrups Bryggeri AB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
7589501;1084514;75895;Monte Tondo;Soave Classico;125.00;;750.00;166.67;2016-04-21;0;Vitt vin;;;Flaska;;Venetien;Italien;AZ.Agr. Montetondo;We & Wine AB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
645501;1084520;6455;Reyneke Vinehugger;Cabernet Sauvignon Merlot;69.00;;750.00;92.00;2016-09-01;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Reyneke Winery;Tuesday Wine AB;2017;;13.50%;BS;Övrigt sortiment;1;0;;0;Cabernet sauvignon och merlot.
624201;1084529;6242;Murdoch James Estate;Pinot Noir;159.00;;750.00;212.00;2016-12-01;0;Rött vin;;;Flaska;Skruvkapsyl;Wairarapa;Nya Zeeland;Murdoch James Estate;Concealed Wines AB;2015;;13.50%;BS;Övrigt sortiment;0;0;;0;Pinot noir.
7546601;1084541;75466;Feldgefluster;Riesling Kabinett;141.00;;750.00;188.00;2016-04-21;0;Vitt vin;;;Flaska;;Rheinhessen;Tyskland;WG Gysler;Handpicked Wines Sweden AB;2016;;8.50%;BS;Övrigt sortiment;1;0;;0;
269901;1084609;2699;Langenlois;Weingut Jurtschitsch Grüner Veltliner;119.00;;750.00;158.67;2016-09-01;0;Vitt vin;Friskt & Fruktigt;;Flaska;Skruvkapsyl;Niederösterreich;Österrike;Weingut Jurtschitsch;Enjoy Wine & Spirits AB;2017;;12.50%;BS;Övrigt sortiment;1;0;;0;Grüner veltliner.
7944701;1084612;79447;Sandstein;Riesling trocken;139.00;;750.00;185.33;2016-04-21;0;Vitt vin;;;Flaska;;Rheinhessen;Tyskland;WG Gysler;Handpicked Wines Sweden AB;2016;;12.00%;BS;Övrigt sortiment;1;0;;0;
7531401;1084618;75314;Gruber Röschitz;Hundspoint Grüner Veltliner;139.00;;750.00;185.33;2016-04-20;0;Vitt vin;;;Flaska;;Niederösterreich;Österrike;Winery Gruber Röschitz;Nigab;2016;;13.00%;BS;Övrigt sortiment;1;0;;0;
7769501;1084645;77695;Klangwerk;GG trocken Riesling vum Helle;229.00;;750.00;305.33;2016-04-21;0;Vitt vin;;;Flaska;;Rheinhessen;Tyskland;WG Gysler;Handpicked Wines Sweden AB;2017;;12.50%;BS;Övrigt sortiment;1;0;;0;
180003;1084902;1800;Tr3 Apor Äppelcider;;15.90;;330.00;48.18;2016-09-01;0;Cider;Söt;;Flaska;;;Sverige;Holstein Vin & Mat;Enjoy Wine & Spirits AB;;;4.50%;FS;Ordinarie sortiment;0;0;;0;
7900801;1084993;79008;Röschitz;Grüner Veltliner;119.00;;750.00;158.67;2016-04-22;0;Vitt vin;;;Flaska;;Niederösterreich;Österrike;Winery Gruber Röschitz;Nigab;;;12.50%;BS;Övrigt sortiment;0;0;;0;
7685201;1084996;76852;Le Guaite di Noemi;Ripasso;429.00;;750.00;572.00;2016-04-29;0;Rött vin;;;Flaska;Naturkork;Venetien;Italien;Le Guaite di Noemi;Vino Conoscenza AB;2009;;15.50%;BS;Övrigt sortiment;0;0;;0;
7522601;1085006;75226;Château Grand Ferrand Rosé;;129.00;;750.00;172.00;2016-04-22;0;Rosévin;;;Flaska;;Bordeaux;Frankrike;Château Grand Ferrand;Johan Lidby Vinhandel AB;2017;;14.00%;BS;Övrigt sortiment;1;0;;0;
7536501;1085029;75365;H.O. Achado;;129.00;;750.00;172.00;2016-04-27;0;Rött vin;;;Flaska;;Douro;Portugal;Horta Osórios Wines;Michael Malmbom;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7963301;1085035;79633;Le Palé Ripasso;Fratelli Giuliare;179.00;;750.00;238.67;2016-04-25;0;Rött vin;;;Flaska;;Venetien;Italien;Fratelli Giuliare;Hjo Grosshandel AB;2016;;14.50%;BS;Övrigt sortiment;0;0;;0;
7679102;1085059;76791;Recioto;Le Guaite di Noemi;395.00;;500.00;790.00;2016-04-29;0;Rött vin;Sött;;Flaska;Naturkork;Venetien;Italien;Le Guaite di Noemi;Vino Conoscenza AB;2010;;13.00%;BS;Övrigt sortiment;0;0;;0;
7646401;1085062;76464;H.O. Colheita;;190.00;;750.00;253.33;2016-04-27;0;Rött vin;;;Flaska;;Douro;Portugal;Horta Osórios Wines;Michael Malmbom;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7936601;1085099;79366;Lleiroso;Crianza;159.00;;750.00;212.00;2016-04-28;0;Rött vin;;;Flaska;;Kastilien-León;Spanien;Bodegas Lleiroso;Giertz Vinimport AB;2012;;14.50%;BS;Övrigt sortiment;0;0;;0;
7616301;1085117;76163;Quinta do Mondego;Tinto;180.00;;750.00;240.00;2016-04-29;0;Rött vin;;;Flaska;;Dão;Portugal;Quinta do Mondego;Michael Malmbom;2012;;13.50%;BS;Övrigt sortiment;0;0;;0;
7659901;1085123;76599;Casette Foscarin;Soave Classico;165.00;;750.00;220.00;2016-04-30;0;Vitt vin;;;Flaska;;Venetien;Italien;AZ.Agr. Montetondo;We & Wine AB;2013;;13.00%;BS;Övrigt sortiment;0;0;;0;
7178501;1085139;71785;Gran Appasso;;89.00;;750.00;118.67;2016-05-02;0;Rött vin;Kryddigt & Mustigt;;Flaska;Natur;Apulien;Italien;Femar Vini;Domaine Wines Sweden AB;2017;;14.50%;FS;Ordinarie sortiment;0;0;;0;
7914601;1085268;79146;Marqués de Velilla;Roble;118.00;;750.00;157.33;2016-05-02;0;Rött vin;;;Flaska;;Kastilien-León;Spanien;Marques de Velilla;Svenska Vinkompaniet;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7168001;1085375;71680;Château Montus;Blanc;299.00;;750.00;398.67;2016-06-01;0;Vitt vin;;;Flaska;;Frankrike sydväst;Frankrike;Alain Brumont;Vinunic AB;2012;;14.50%;BS;Övrigt sortiment;0;0;;0;
8805202;1085433;88052;Smirnoff Ice;Double Black;19.90;;275.00;72.36;2016-05-02;0;Blanddrycker;;;Flaska;Natur;;Internationellt märke;Diageo Plc;Galatea AB;;;4.70%;FS;Ordinarie sortiment;0;0;;0;
8987703;1085436;89877;Inedit Damm;;19.90;;330.00;60.30;2016-05-02;0;Öl;Annan öl;;Flaska;;;Spanien;S.A. Damm;Moestue Grape Selections AB;;;4.80%;BS;Övrigt sortiment;0;0;;0;Kornmalt, vete och humle.
7616101;1085447;76161;Barbera d'Asti Stella Rossa;Marco Bonfante;149.00;;750.00;198.67;2016-05-02;0;Rött vin;;;Flaska;;Piemonte;Italien;Marco Bonfante;Granqvist Beverage House AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
